,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
704,Arthur Abele,M,30.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
705,Ruth Abeles,F,18.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Individual All-Around,
706,Ruth Abeles,F,18.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Floor Exercise,
707,Ruth Abeles,F,18.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Horse Vault,
708,Ruth Abeles,F,18.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Uneven Bars,
709,Ruth Abeles,F,18.0,Israel,ISR,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Women's Balance Beam,
710,"Louis Grenville ""Lou"" Abell",M,15.0,Vesper Boat Club,USA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
711,"Louis Grenville ""Lou"" Abell",M,19.0,Vesper Boat Club,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
712,Jos Javier Abella Fanjul,M,22.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
713,Ramn Neptuno Abella Caside,M,26.0,Uruguay,URU,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,
717,Alfonso Abelln Lpez,M,37.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,
718,Juan Luis Abelln Pallahi,M,19.0,Spain,ESP,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
719,Edwige Marie Abna Fouda,F,23.0,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,
720,Gezahgne Abera,M,22.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,Gold
721,Tesfaye Abera Dibaba,M,24.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
722,Hugo Ral Aberastegui,M,27.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,
723,Hugo Ral Aberastegui,M,30.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,
724,Hugo Ral Aberastegui,M,34.0,Argentina,ARG,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,
725,Arvid berg,M,26.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Hammer Throw,
727,Nils Georg berg,M,19.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Long Jump,Bronze
728,Nils Georg berg,M,19.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Triple Jump,Silver
729,Sara Helena berg,F,17.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,
730,Karl Konrad berg,M,22.0,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",
731,Majken berg,F,30.0,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Women's Discus Throw,
732,"Olof Viktor ""Olle"" berg",M,27.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 1,500 metres",
733,Mohamed Aberhoune,M,23.0,Morocco,MAR,2012 Summer,2012,Summer,London,Football,Football Men's Football,
739,Michael Brent Abernathy,M,22.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
740,Moira Abernethy (-Ford),F,17.0,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
741,Moira Abernethy (-Ford),F,17.0,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,
742,Salim Abes,M,25.0,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,
744,Pasqualino Abeti,M,24.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
745,Elvan Abeylegesse,F,21.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 1,500 metres",
746,Elvan Abeylegesse,F,21.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",
747,Elvan Abeylegesse,F,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver
748,Elvan Abeylegesse,F,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",
749,Ruwani Abeymanne,F,30.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Air Pistol, 10 metres",
750,Ruwani Abeymanne,F,30.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
751,Matthew Duncan Abeysinghe,M,20.0,Sri Lanka,SRI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
752,Narek Abgaryan,M,24.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,
753,Koutoua Francis Abia,M,26.0,Cote d'Ivoire,CIV,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
754,Koutoua Francis Abia,M,30.0,Cote d'Ivoire,CIV,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
755,Koutoua Francis Abia,M,42.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
756,Koutoua Francis Abia,M,42.0,Cote d'Ivoire,CIV,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
757,Pablo Abin Vicen,M,23.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Singles,
758,Pablo Abin Vicen,M,27.0,Spain,ESP,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,
759,Pablo Abin Vicen,M,31.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,
760,David Abibssira,M,21.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Running Target, 50 metres",
761,Silke Abicht,F,19.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Platform,
762,Haithem Abid,M,22.0,Tunisia,TUN,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
763,Younis Abid Sadkhan,M,18.0,Iraq,IRQ,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,
764,Jaiye Abidoye,M,30.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,
765,Jaiye Abidoye,M,30.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",
766,Sagat Abikeyeva,F,27.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Heavyweight,
767,Mitsuhiro Abiko,M,19.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
768,Tomomi Abiko,F,24.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,
769,"Catherine ""Kate"" Abilla Awino",F,27.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
770,Ismail Abilov (-Nizamolu),M,25.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Freestyle",
771,Ismail Abilov (-Nizamolu),M,29.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
772,Camille Anne Franoise Abily,F,27.0,France,FRA,2012 Summer,2012,Summer,London,Football,Football Women's Football,
773,Camille Anne Franoise Abily,F,31.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
774,Endurance Abinuwa,F,24.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
775,Bode Abiodun,M,35.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,
776,Firmin Abissi,M,28.0,Benin,BEN,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,
777,Firmin Abissi,M,32.0,Benin,BEN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,
779,Inga Eduardovna Abitova,F,26.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",
780,Ceyhun Abiyev,M,29.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,
781,Diana Monteiro Abla,F,21.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,
785,Leslie Ablett,M,24.0,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,
786,Leslie Ablett,M,32.0,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,
787,"Edgar Allen ""Ed"" Ablowich",M,19.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
788,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,
789,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
790,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver
791,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,
792,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,
793,Denis Mikhaylovich Ablyazin,M,19.0,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
794,Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
795,Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
796,Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
797,Denis Mikhaylovich Ablyazin,M,24.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
798,Karin Abma,F,24.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,
799,Thorine Christelle Aboa Mbeza,F,23.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
800,Felix Ahmed Aboagye,M,20.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
801,Bukola Dammy Abogunloko,F,17.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,
802,Viktor Andreyevich Aboimov,M,22.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
803,Viktor Andreyevich Aboimov,M,22.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
804,Viktor Andreyevich Aboimov,M,22.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
805,Viktor Andreyevich Aboimov,M,22.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
806,Mohamed Aboker,M,26.0,Somalia,SOM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,
807,Mohamed Aboker,M,26.0,Somalia,SOM,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",
812,Abdul Razzak Aboobakur,M,25.0,Maldives,MDV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
813,"Matthew ""Matt"" Abood",M,30.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
814,"Matthew ""Matt"" Abood",M,30.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
818,Jean-Pierre Abossolo-Ze,M,27.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
819,Jean-Pierre Abossolo-Ze,M,27.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
820,Abdelhalim Muhammad Abou,M,27.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
821,Tarek Abou Al Dahab,M,28.0,Lebanon,LIB,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",
822,Tarek Abou Al Dahab,M,28.0,Lebanon,LIB,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's Sprint,
823,Tarek Abou Al Dahab,M,28.0,Lebanon,LIB,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's 1,000 metres Time Trial",
824,Tarek Abou Al Dahab,M,28.0,Lebanon,LIB,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",
825,Tarek Abou Al Dahab,M,32.0,Lebanon,LIB,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",
826,Tarek Abou Al Dahab,M,32.0,Lebanon,LIB,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",
827,Bachir Hani Abou Assi,M,24.0,Lebanon,LIB,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",
828,Ashraf Abou El-Hassan,M,25.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,
829,Ashraf Abou El-Hassan,M,33.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
830,Ashraf Abou El-Hassan,M,41.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
831,Galal El-Din Abdel Meguid Abou El-Kheir,M,24.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
832,Magdy Abou El-Magd,M,27.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,
833,Essameldin Abou El-Nein,M,29.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,
834,Abdel Khlik Abou El-Yazi,M,26.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
835,Mohamed Moustafa Abou Elea,M,20.0,Egypt,EGY,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
836,Mahmoud Abou Elelaa,M,30.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
837,Mohammed Tawfiq Abou Habaga,M,27.0,Egypt,EGY,1948 Summer,1948,Summer,London,Football,Football Men's Football,
838,Zaid Abou Hamed,M,30.0,Syria,SYR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,
839,Youssef Kamel Mohamed Abou Ouf,M,24.0,Egypt,EGY,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,
840,Youssef Kamel Mohamed Abou Ouf,M,28.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,
841,Gaber Mooti Abou Zeid,M,22.0,Egypt,EGY,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,
842,Gaber Mooti Abou Zeid,M,30.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Men's Volleyball,
843,Taher Abou Zeid Sayid Amer,M,22.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,
844,Ahmed Farid Abou-Shadi,M,38.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",
845,Ahmed Farid Abou-Shadi,M,38.0,Egypt,EGY,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",
846,Ahmed Farid Abou-Shadi,M,42.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",
847,Ahmed Farid Abou-Shadi,M,42.0,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",
848,Abdel Fattah Abou-Shanab,M,24.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,
849,Abdel Fattah Abou-Shanab,M,28.0,Egypt,EGY,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,
850,Sadoon Mohamed Aboub,M,21.0,Iraq,IRQ,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,
851,Zakaria Aboub,M,20.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,
852,Inni Aboubacar,M,,Niger,NIG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,
853,Ibrahim Mohamedin Aboubaker,M,21.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,
854,Ibrahim Mohamedin Aboubaker,M,25.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,
855,Ahmed Ghmin Aboud,M,22.0,Iraq,IRQ,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,
856,Fathi Khalifa Aboud,M,23.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Triple Jump,
857,Kamel Aboud,M,22.0,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,
858,Marwan Suhail Aboud,M,,Iraq,IRQ,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
859,Rabah Aboud,M,31.0,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",
860,Mamdouh Taha Al-Husseini Abouebaid,M,28.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
861,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21.0,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver
862,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21.0,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",
863,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
864,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",
865,Haysam Farouk Abouelw,M,21.0,Egypt,EGY,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
866,Waguih Rauf Aboul Seoud,M,22.0,Egypt,EGY,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Platform,
867,El-Sayed Aboumedan,M,26.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Middleweight,
870,Sdonoud Janvier Abouta,M,23.0,Mali,MLI,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
871,Mohamed Mohamed Mohamed Aboutrika,M,33.0,Egypt,EGY,2012 Summer,2012,Summer,London,Football,Football Men's Football,
872,Ahmad Shah Abouwi,M,,Afghanistan,AFG,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,
873,Adeola Aboyade-Cole,M,22.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
874,Cheryl Abplanalp,F,24.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,
875,"Alexander ""Alex"" Abraham (Steglitz)",M,25.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,
876,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Individual All-Around,
877,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Team All-Around,
878,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
879,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horse Vault,
880,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,
881,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
882,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Rings,
883,Andrei Abraham,M,19.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,
884,Attila brahm,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
885,Attila brahm,M,21.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
886,Attila brahm,M,25.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
887,Bernhard Abraham,M,,Germany,GER,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
888,Gary Abraham,M,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Backstroke,
889,Gary Abraham,M,17.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
890,Gary Abraham,M,21.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Backstroke,
891,Gary Abraham,M,21.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
892,Gary Abraham,M,21.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
893,Melita Isidora Abraham Schssler,F,19.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
894,Tadesse Abraham,M,33.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
895,Shiny Kurisingal Abraham-Wilson,F,19.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,
896,Shiny Kurisingal Abraham-Wilson,F,19.0,India,IND,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,
897,Shiny Kurisingal Abraham-Wilson,F,23.0,India,IND,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,
898,Shiny Kurisingal Abraham-Wilson,F,23.0,India,IND,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,
899,Shiny Kurisingal Abraham-Wilson,F,27.0,India,IND,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 800 metres,
900,Shiny Kurisingal Abraham-Wilson,F,31.0,India,IND,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,
901,Mariola Teresa Abrahamczyk (-Fronckowiak),F,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,
902,Ara Abrahamian,M,25.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
903,Ara Abrahamian,M,29.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
904,Ara Abrahamian,M,33.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
905,Stphan Abrahamian Gonzalez,M,22.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",
906,Clyde Abrahams,M,29.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
